"time","Volt"
2023-10-16 02:32:39,0.5625
2023-10-16 02:37:46,0.5625
2023-10-16 02:42:59,0.5625
2023-10-16 02:47:58,0.5625
2023-10-16 02:53:07,0.5625
2023-10-16 02:58:19,0.5625
2023-10-16 03:03:26,0.5625
2023-10-16 03:08:33,0.5625
2023-10-16 03:13:41,0.5625
2023-10-16 03:18:40,0.5625
2023-10-16 03:23:56,0.5625
2023-10-16 03:29:03,0.5625
2023-10-16 03:34:15,0.5625
2023-10-16 03:39:27,0.375
2023-10-16 03:44:39,0.5625
2023-10-16 03:49:49,0.5625
2023-10-16 03:55:02,0.5625
2023-10-16 04:00:14,0.5625
2023-10-16 04:05:26,0.5625
2023-10-16 04:10:39,0.5625
2023-10-16 04:15:50,0.5625
2023-10-16 04:21:02,0.5625
2023-10-16 04:26:10,0.5625
2023-10-16 04:31:18,0.5625
2023-10-16 04:36:30,0.5625
2023-10-16 04:41:42,0.5625
2023-10-16 04:46:55,0.5625
2023-10-16 04:52:08,0.5625
2023-10-16 04:57:07,0.5625
2023-10-16 05:02:19,0.5625
2023-10-16 05:07:26,0.5625
2023-10-16 05:12:38,0.375
2023-10-16 05:17:50,0.5625
2023-10-16 05:22:57,0.5625
2023-10-16 05:28:04,0.5625
2023-10-16 05:33:17,0.5625
2023-10-16 05:38:29,0.5625
2023-10-16 05:43:41,0.5625
2023-10-16 05:48:54,0.5625
2023-10-16 05:54:05,0.5625
2023-10-16 05:59:12,0.5625
2023-10-16 06:04:25,0.5625
2023-10-16 06:09:35,0.375
2023-10-16 06:14:49,0.5625
2023-10-16 06:20:00,0.5625
2023-10-16 06:25:09,0.5625
2023-10-16 06:30:22,0.5625
2023-10-16 06:35:34,0.5625
2023-10-16 06:40:46,0.5625
2023-10-16 06:45:59,0.5625
2023-10-16 06:51:10,0.375
2023-10-16 06:56:19,0.5625
2023-10-16 07:01:31,0.5625
2023-10-16 07:06:43,0.5625
2023-10-16 07:11:56,0.5625
2023-10-16 07:17:04,0.5625
2023-10-16 07:22:12,0.5625
2023-10-16 07:27:20,0.75
2023-10-16 07:32:33,0.5625
2023-10-16 07:37:46,0.5625
2023-10-16 07:42:57,0.75
2023-10-16 07:48:09,0.75
