Red,Green,Blue,BlueCorr
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.000122,0.26718
0.000854,0.001099,0.001465,3.20835
0.009033,0.01062,0.013062,28.605780000000003
0.034302,0.039307,0.046509,101.85471
0.010986,0.012573,0.014496,31.74624
0.018341,0.020782,0.023743,51.99717
0.026062,0.029175,0.033203,72.71457000000001
0.032684,0.03653,0.041718,91.36242
0.040375,0.044586,0.050537,110.67603
0.045654,0.050171,0.056824,124.44456
0.050781,0.055542,0.062866,137.67654000000002
0.056763,0.06189,0.069855,152.98245
0.07196,0.076782,0.084534,185.12946
0.067841,0.073883,0.08316,182.1204
0.075287,0.08197,0.09201,201.50189999999998
0.123962,0.129303,0.136993,300.01467
0.160706,0.165527,0.172241,377.20779
0.185364,0.189972,0.197205,431.87895
0.22464,0.224396,0.232391,508.93629
0.00444,0.004211,0.004318,508.9362900000001
0.00563,0.005295,0.005264,620.4355327836962
0.013519,0.011978,0.012115,1427.9210637679487
0.217896,0.219238,0.230377,1427.9210637679487
0.22229,0.216461,0.224457,1391.2277623641353
0.01564,0.015228,0.015518,491.5608299999999
0.207275,0.204803,0.215149,491.56082999999995
0.01564,0.01564,0.01564,471.17630999999994
0.01564,0.01564,0.01564,471.17630999999994
0.01564,0.01564,0.01564,471.17630999999994
0.012634,0.010651,0.01088,327.77482434782604
0.005219,0.004944,0.005051,152.16825714897698
0.01564,0.015106,0.01564,471.17630999999994
0.00708,0.006439,0.006561,197.65906457225063
0.005066,0.004807,0.004883,147.10702824360612
0.01564,0.01564,0.01564,471.17630999999994
0.01564,0.01564,0.01564,471.17630999999994
0.01564,0.01564,0.01564,471.17630999999994
0.003632,0.003677,0.003784,113.99815582097186
0.010925,0.01004,0.009766,294.21405648721225
0.013611,0.012299,0.012085,364.0770911988491
0.005295,0.004944,0.004913,148.01081911956518
0.004379,0.004272,0.004318,130.08563341304347
0.005066,0.005096,0.004944,148.94473635805625
0.143219,0.155609,0.167664,367.18416
0.124573,0.139008,0.151001,330.69219
0.124146,0.136719,0.147766,323.60754000000003
0.114319,0.123718,0.132568,290.32392
0.113983,0.124298,0.132935,291.12765
0.089722,0.099121,0.107697,235.85643
0.083954,0.089569,0.096527,211.39413
0.069519,0.075531,0.081909,179.38071
0.060974,0.066071,0.071381,156.32439
0.044373,0.049713,0.054932,120.30108
0.052521,0.052643,0.055298,121.10262
0.049561,0.047943,0.049866,109.20654
0.032593,0.03186,0.033539,73.45041
0.022949,0.022247,0.023682,51.863580000000006
0.008972,0.009155,0.010254,22.456259999999997
0.016968,0.020386,0.025146,55.06974
0.004395,0.004395,0.005249,11.49531
0.000366,0.000488,0.000732,1.60308
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.000122,0.000122,0.26718
0.000488,0.00061,0.000854,1.87026
0.006592,0.007446,0.009399,20.58381
0.026123,0.030151,0.035889,78.59691
0.009064,0.010193,0.011749,25.730310000000003
0.016479,0.01828,0.02063,45.1797
0.028076,0.030365,0.0336,73.58399999999999
0.046783,0.048401,0.052185,114.28515
0.040253,0.044556,0.049774,109.00506
0.074005,0.075348,0.080414,176.10666
0.078888,0.080322,0.085724,187.73556
0.092468,0.092377,0.097626,213.80094
0.100708,0.100586,0.106323,232.84737
0.123901,0.122253,0.128143,280.63317
0.14444,0.142426,0.148865,326.01435
0.12912,0.129761,0.137451,301.01768999999996
0.126221,0.129669,0.139618,305.76342
0.171844,0.175232,0.182037,398.66103
0.228851,0.225067,0.230804,505.46076
0.003265,0.003204,0.003265,505.4607600000001
0.00415,0.003983,0.004059,628.3813858621746
0.004593,0.004349,0.004456,689.8416987932619
0.00943,0.008865,0.008987,1391.2942879387442
0.010529,0.009583,0.009476,1466.9972930352224
0.015244,0.013153,0.013718,2123.7092513568145
0.01564,0.015167,0.01564,1210.6288340581932
0.01564,0.014313,0.014832,1148.0848380275652
0.01564,0.014618,0.015472,1197.624636863706
0.01564,0.014999,0.01564,1210.6288340581932
0.01564,0.01564,0.01564,1210.6288340581932
0.01564,0.01564,0.01564,1210.6288340581932
0.015015,0.012527,0.012955,2005.5877935068916
0.01564,0.013763,0.014206,1099.6287222909648
0.01564,0.01564,0.01564,1210.6288340581932
0.01564,0.01564,0.01564,1210.6288340581932
0.01564,0.015182,0.01564,1210.6288340581932
0.01564,0.013992,0.01442,1116.1935925267996
0.01564,0.01564,0.01564,1210.6288340581932
0.013855,0.012192,0.012283,1901.5542159509955
0.007065,0.006668,0.006638,1027.6412021071976
0.010254,0.009628,0.00943,1459.8759469525269
0.011414,0.010803,0.01059,1639.4577177335377
0.011047,0.010574,0.010208,1580.3195828728944
0.003082,0.003235,0.003387,524.3478083062787
0.195892,0.196625,0.203033,524.3478083062788
0.200195,0.200348,0.205963,531.9147510118361
0.204376,0.199982,0.204712,528.6839505597364
0.216095,0.211182,0.213226,550.6719881689903
0.167664,0.163666,0.169891,438.75613078150855
0.182159,0.180939,0.187042,483.0498626391917
0.133606,0.13446,0.139465,360.1787250616165
0.134247,0.131134,0.134674,347.8056115795944
0.109741,0.107391,0.110474,285.3073134654359
0.110565,0.104523,0.105621,272.77408037667516
0.081116,0.078735,0.080292,207.36005587528996
0.057922,0.056458,0.058594,151.32335866533077
0.049561,0.046692,0.048035,124.0539566080002
0.033447,0.033325,0.035309,91.18811603771998
0.022736,0.022217,0.023651,61.080464822229885
0.011627,0.0112,0.012024,31.05287341010918
0.018311,0.019165,0.022705,58.63734953231278
0.002686,0.003052,0.003906,10.087535224541455
0.0,0.000122,0.000122,0.3150740648730306
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.000122,0.000122,0.000122,0.26718
0.001709,0.001953,0.002441,5.34579
0.012695,0.013428,0.016113,35.28747
0.006165,0.006592,0.007538,16.50822
0.012299,0.013397,0.015076,33.01644
0.0224,0.024323,0.027008,59.14752
0.031952,0.034454,0.037994,83.20686
0.043213,0.045929,0.050201,109.94019
0.049622,0.052826,0.057953,126.91707
0.054871,0.058746,0.06488,142.0872
0.058472,0.062927,0.069763,152.78097000000002
0.057465,0.063293,0.070984,155.45496
0.067719,0.073486,0.081573,178.64487000000003
0.080872,0.08606,0.093872,205.57968
0.076935,0.083221,0.092346,202.23774
0.080841,0.087769,0.097626,213.80094
0.089966,0.097321,0.107574,235.58706
0.157654,0.162903,0.169434,371.06046
0.175354,0.180542,0.187286,410.15634
0.198883,0.20343,0.210754,461.55126
0.003464,0.003372,0.003494,461.55125999999996
0.006424,0.006668,0.007126,941.3320774928447
0.010864,0.010162,0.010437,1378.7093590784198
0.014557,0.012939,0.01358,1793.8941358900968
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.01564,0.01564,0.01564,2066.0165158557525
0.087952,0.099335,0.110657,2066.016515855752
0.01564,0.01564,0.01564,242.33883000000003
0.01564,0.01564,0.01564,242.33883000000003
0.015091,0.013916,0.013748,213.02264928644504
0.168823,0.18396,0.193146,422.98974000000004
0.137177,0.150177,0.163208,357.42552
0.121063,0.134247,0.146606,321.06714
0.10614,0.1203,0.131989,289.05591
0.119354,0.126923,0.135345,296.40555
0.105225,0.114471,0.121704,266.53176
0.105865,0.109619,0.114258,250.22502
0.087494,0.089966,0.09433,206.5827
0.074005,0.076141,0.080292,175.83948
0.033936,0.036591,0.040466,88.62054
0.032715,0.034241,0.036743,80.46717
0.02356,0.022949,0.0242,52.998
0.017365,0.016968,0.018188,39.83172
0.012573,0.013184,0.015137,33.15003
0.002563,0.003052,0.003906,8.55414
0.000366,0.000366,0.000488,1.06872
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.00061,0.000732,0.000977,2.13963
0.009033,0.010498,0.012939,28.33641
0.006348,0.006653,0.007446,16.30674
0.022095,0.022858,0.024872,54.46968
0.05365,0.052979,0.054779,119.96601
0.127625,0.117371,0.115967,253.96773
0.081573,0.08017,0.083588,183.05772
0.168793,0.155548,0.155914,341.45166
0.18219,0.17038,0.170197,372.73143
0.063049,0.062286,0.065033,142.42227
0.087372,0.083405,0.087982,192.68058000000002
0.081329,0.082092,0.087494,191.61186
0.064819,0.070496,0.078186,171.22734
0.163544,0.16745,0.173492,379.94748000000004
0.187073,0.193024,0.200378,438.82782
0.244904,0.240509,0.249146,545.62974
0.006622,0.007095,0.007141,545.62974
0.013428,0.011932,0.012421,949.0641367511553
0.015503,0.013565,0.013672,1044.6505818904916
0.01564,0.01564,0.01564,1195.0215843159222
0.01564,0.01564,0.01564,1195.0215843159222
0.01564,0.01564,0.01564,1195.0215843159222
0.01564,0.01564,0.01564,1195.0215843159222
0.01564,0.01564,0.01564,1195.0215843159222
0.01564,0.01564,0.01564,1195.0215843159222
0.01564,0.01564,0.01564,1195.0215843159222
0.01564,0.01564,0.01564,1195.0215843159222
0.008881,0.008133,0.008133,621.426505450217
0.01564,0.01564,0.01564,1195.0215843159222
0.003647,0.003433,0.003448,263.45488636325445
0.139435,0.133301,0.137726,301.61994
0.112549,0.110596,0.113007,247.48533
0.00415,0.004227,0.004333,247.48532999999992
0.003616,0.003479,0.003479,198.70793054927296
0.204132,0.218384,0.231903,507.86757
0.186798,0.19635,0.208435,456.47265000000004
0.003296,0.003265,0.003357,456.47265000000004
0.229706,0.2211,0.221436,484.94484
0.003311,0.003189,0.003204,484.94483999999994
0.215118,0.201263,0.201355,484.94484
0.031891,0.030151,0.030334,73.05662524675324
0.031799,0.030426,0.031189,75.11581343775917
0.044373,0.041016,0.0401,96.57713036179881
0.172516,0.157288,0.152618,367.56629629817985
0.094391,0.085358,0.082642,199.03559120597947
0.082092,0.068085,0.063507,152.95071865054254
0.022003,0.016418,0.01535,36.96905114846913
0.002197,0.002197,0.002563,6.17274775853592
0.000122,0.000122,0.000122,0.29382568339499887
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.000488,0.000488,0.000732,1.60308
0.004639,0.005249,0.00647,14.1693
0.006989,0.006775,0.007446,16.30674
0.023224,0.022919,0.024567,53.80173
0.023102,0.025391,0.02887,63.2253
0.021362,0.026337,0.031921,69.90699
0.041962,0.04657,0.052826,115.68894
0.090179,0.091553,0.098938,216.67422
0.091003,0.089996,0.095001,208.05219
0.069733,0.075775,0.083801,183.52419
0.127319,0.130157,0.139374,305.22906
0.003311,0.003189,0.00325,305.22905999999995
0.003403,0.003296,0.003357,315.27813982153845
0.004898,0.004654,0.004684,439.90551293538454
0.004486,0.004181,0.004211,395.4829451261538
0.229675,0.213409,0.21521,471.3099
0.0112,0.011169,0.011353,471.3099
0.00592,0.006744,0.006439,267.3094729234564
0.013336,0.013611,0.013519,561.2295021668281
0.035522,0.03537,0.035919,1491.1459788690213
0.00354,0.003311,0.003342,78.66261
0.006271,0.005737,0.005798,136.47091944344706
0.196075,0.187317,0.190491,417.17528999999996
0.006165,0.005661,0.005707,417.17528999999985
0.004059,0.003784,0.003815,278.87221506045194
0.239563,0.221558,0.224335,491.29365
0.241547,0.223511,0.226257,495.50283
0.004593,0.004242,0.004272,495.5028299999999
0.004761,0.004425,0.004456,516.8447121910111
0.00676,0.006271,0.006226,722.1443397893257
0.007339,0.006912,0.006821,791.1574914396066
0.208069,0.197632,0.19989,791.1574914396067
0.005981,0.005722,0.005676,437.7591000000001
0.004074,0.00386,0.003876,298.9348610993659
0.003845,0.003632,0.003647,281.2733329281185
0.003342,0.00325,0.003265,251.81174445031724
0.212189,0.200592,0.203369,445.37811
0.176178,0.172333,0.176575,386.69925
0.135223,0.130981,0.134399,294.33380999999997
0.134613,0.127594,0.130005,284.71095
0.115509,0.109467,0.111176,243.47544
0.075897,0.071655,0.073761,161.53659
0.030334,0.028717,0.029694,65.02986
0.023041,0.022003,0.02301,50.3919
0.025421,0.024384,0.025604,56.072759999999995
0.010345,0.009338,0.009857,21.58683
0.012817,0.010742,0.011719,25.66461
0.000488,0.00061,0.000732,25.664610000000007
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.000122,0.0,0.0
0.0,0.000122,0.0,0.0
0.0,0.000122,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.000122,0.000122,0.26718
0.000977,0.001343,0.001831,4.0098899999999995
0.00708,0.009766,0.012939,28.33641
0.00708,0.007599,0.008698,19.04862
0.017242,0.017609,0.019226,42.10494
0.022064,0.023773,0.026489,58.010909999999996
0.034973,0.037933,0.041901,91.76319000000001
0.080811,0.079376,0.082764,181.25316
0.086578,0.08316,0.086426,189.27294
0.093048,0.089813,0.093658,205.11102000000002
0.058746,0.062653,0.068939,150.97641
0.071716,0.076996,0.084808,185.72951999999998
0.052216,0.059387,0.067749,148.37031000000002
0.070587,0.076904,0.086304,189.00576
0.075836,0.082794,0.092957,203.57583
0.100586,0.106903,0.116638,255.43722000000002
0.158752,0.164246,0.171204,374.93676
0.175659,0.179718,0.186615,408.68685
0.238159,0.237488,0.244293,535.00167
0.003555,0.003433,0.003571,535.0016699999999
0.006454,0.006638,0.007141,1069.8535215541863
0.01297,0.011963,0.012192,1826.5864913581627
0.01503,0.01265,0.013626,2041.4261426547182
0.01564,0.015594,0.01564,1171.580246261551
0.01564,0.013779,0.014297,2141.954319795575
0.010117,0.009125,0.009262,1387.6184451246147
0.01564,0.01564,0.01564,1171.580246261551
0.01564,0.014954,0.015625,1170.45660791795
0.01564,0.01564,0.01564,1171.580246261551
0.01564,0.01564,0.01564,1171.580246261551
0.01564,0.01564,0.01564,1171.580246261551
0.01564,0.01564,0.01564,1171.580246261551
0.01564,0.01564,0.01564,1171.580246261551
0.005707,0.005325,0.005386,806.922149151498
0.005325,0.004929,0.004974,745.1969494763371
0.003586,0.003464,0.003555,532.604574866984
0.00853,0.00795,0.007858,1177.273347202464
0.015488,0.013611,0.01384,2073.4872900588066
0.01564,0.01564,0.01564,1171.580246261551
0.01564,0.015076,0.015335,1148.7329332749928
0.015411,0.014359,0.01413,2116.9346393447213
0.003357,0.00354,0.003632,544.1405951946232
0.003616,0.003876,0.003922,587.5879444805377
0.140869,0.148682,0.159424,587.5879444805378
0.137817,0.150574,0.158722,585.0005878904049
0.090393,0.101074,0.111633,411.44498322834613
0.092163,0.102875,0.111725,411.78406699799325
0.076385,0.085419,0.094452,348.1210892467617
0.071777,0.079712,0.088104,324.7243091411161
0.067169,0.07431,0.081879,301.7808692927159
0.059418,0.065613,0.072754,268.1489193141374
0.07608,0.077332,0.082214,303.0155764974089
0.074799,0.073578,0.077118,284.23328421348174
0.040558,0.043915,0.048553,178.95145943122455
0.033752,0.036438,0.040283,148.4707770944745
0.019684,0.021973,0.025024,92.23078534399448
0.011139,0.012726,0.015045,55.4512534167358
0.029663,0.03833,0.049438,182.21329786750314
0.012329,0.017456,0.02356,86.83493057482856
0.003662,0.004761,0.006226,22.947125541548495
0.000366,0.000488,0.000732,2.6979273845829583
0.0,0.0,0.000122,0.4496545640971597
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.000122,0.000244,0.000366,0.80154
0.002808,0.003174,0.00415,9.0885
0.01062,0.013306,0.017334,37.961459999999995
0.007294,0.00766,0.00885,19.3815
0.014526,0.015106,0.016754,36.69126000000001
0.022827,0.02356,0.025818,56.54142
0.03949,0.037445,0.039856,87.28464000000001
0.04071,0.042542,0.046753,102.38907
0.046967,0.049469,0.054352,119.03088
0.051788,0.054901,0.060577,132.66362999999998
0.058411,0.061737,0.068085,149.10615
0.082642,0.082397,0.088562,193.95078
0.089783,0.091614,0.097137,212.73003
0.067749,0.071747,0.079315,173.69985
0.062683,0.067444,0.076111,166.68309
0.06424,0.069183,0.078522,171.96318
0.132568,0.136627,0.142426,311.91294
0.152374,0.155945,0.161713,354.15147
0.20813,0.208618,0.213165,466.83135
0.249817,0.241852,0.248016,543.15504
0.005096,0.004745,0.004852,543.15504
0.194489,0.193237,0.200958,543.1550399999999
0.003326,0.003372,0.003525,440.0980199999999
0.159241,0.160004,0.169891,440.09801999999985
0.004868,0.004471,0.004517,372.06129000000004
0.01564,0.01564,0.01564,1288.2529500996238
