Red,Green,Blue,BlueCorr
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.000244,0.000366,0.000488,1.06872
0.00354,0.00415,0.005249,11.49531
0.011536,0.012756,0.015198,33.28362
0.009155,0.009796,0.011047,24.19293
0.016998,0.018219,0.020172,44.17668
0.025696,0.027527,0.030334,66.43146
0.034851,0.037109,0.040771,89.28849000000001
0.043457,0.046234,0.050598,110.80962
0.053314,0.056793,0.062042,135.87198
0.094086,0.092407,0.096588,211.52772
0.121124,0.119202,0.123444,270.34236
0.134399,0.129974,0.13382,293.06579999999997
0.113007,0.107422,0.109344,239.46336
0.051208,0.048523,0.0495,108.405
0.147308,0.13739,0.139221,304.89399000000003
0.1698,0.156769,0.158691,347.53329
0.003967,0.003769,0.003815,347.5332900000001
0.003494,0.003433,0.00351,319.74884610747057
0.101257,0.094421,0.094727,319.74884610747057
0.00473,0.00441,0.00444,207.45212999999998
0.004761,0.004364,0.004349,203.200295804054
0.206329,0.190826,0.190826,417.90894
0.213257,0.200745,0.200928,440.03231999999997
0.210724,0.19339,0.193848,424.52711999999997
0.003708,0.003418,0.003418,424.5271200000001
0.196381,0.184692,0.186188,424.52712000000014
0.004807,0.00444,0.004425,407.7517199999999
0.011719,0.01004,0.009857,908.2957523254235
0.01564,0.012848,0.012726,1172.6663025355929
0.01564,0.01445,0.015579,1435.5624962440675
0.01564,0.01564,0.01564,1441.1834804067796
0.01564,0.01564,0.01564,1441.1834804067796
0.01564,0.01564,0.01564,1441.1834804067796
0.003708,0.003738,0.003906,359.92728097627116
0.207214,0.209015,0.217316,475.92204000000004
0.007462,0.006989,0.006973,475.9220400000001
0.01564,0.01564,0.01564,1067.4631730388644
0.01564,0.01564,0.01564,1067.4631730388644
0.004059,0.003845,0.003891,265.56900295998855
0.01564,0.01564,0.01564,1067.4631730388644
0.015076,0.014526,0.014587,995.5936895855442
0.004898,0.005035,0.004913,335.3226706611215
0.171631,0.173859,0.184357,403.74183
0.168549,0.169769,0.17926,392.5794
0.15152,0.148956,0.150696,330.02424
0.159424,0.161316,0.168243,368.45217
0.138275,0.142059,0.147125,322.20375
0.095764,0.104492,0.110168,241.26792
0.067749,0.074707,0.080933,177.24327000000002
0.058838,0.06546,0.072662,159.12978
0.053711,0.059235,0.065521,143.49098999999998
0.051361,0.056366,0.061523,134.73537
0.04129,0.045837,0.051056,111.81263999999999
0.037323,0.040649,0.044952,98.44488
0.028656,0.031219,0.034821,76.25798999999999
0.02063,0.022522,0.02536,55.5384
0.015198,0.016266,0.018188,39.83172
0.008636,0.009003,0.010223,22.38837
0.012695,0.015137,0.019043,41.704170000000005
0.002075,0.002563,0.003296,7.21824
0.000122,0.000244,0.000244,0.53436
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.000122,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.000122,0.26718
0.000366,0.00061,0.000732,1.60308
0.005859,0.007446,0.009766,21.38754
0.027832,0.03125,0.037842,82.87398
0.009674,0.010559,0.012146,26.59974
0.017426,0.018555,0.020721,45.37899
0.026276,0.027954,0.030914,67.70166
0.033905,0.03598,0.039581,86.68239
0.044708,0.047058,0.051208,112.14551999999999
0.047607,0.051086,0.056335,123.37365000000001
0.057983,0.061676,0.067505,147.83595
0.06839,0.071991,0.078186,171.22734
0.079529,0.083405,0.089935,196.95765
0.094391,0.099335,0.106689,233.64891
0.093201,0.098694,0.106537,233.31603
0.106232,0.112335,0.120819,264.59361
0.098785,0.108734,0.1185,259.515
0.198212,0.199402,0.204834,448.58646
0.168762,0.168335,0.176544,386.63136000000003
0.004059,0.003906,0.003952,386.6313600000001
0.004837,0.004547,0.004608,450.8090351417006
0.008392,0.008667,0.008713,852.4086638866399
0.003983,0.004059,0.004135,404.5345834008098
0.01564,0.013748,0.014221,1391.2663387044538
0.216675,0.218445,0.229218,1391.2663387044536
0.004288,0.00415,0.004257,501.98742
0.01564,0.01564,0.01564,1844.2760744186048
0.008102,0.007553,0.007553,890.6532730232558
0.150482,0.148376,0.154205,890.653273023256
0.13089,0.121002,0.121887,703.9917998053603
0.164703,0.151917,0.153351,885.720761787162
0.003418,0.003174,0.003204,335.8386900000001
0.01564,0.01564,0.01564,1639.362394382023
0.107758,0.101532,0.102295,1340.3019192240172
0.007904,0.007278,0.007248,224.02605
0.00528,0.004913,0.004913,151.8543023799669
0.004257,0.003952,0.003967,122.61469927566225
0.005737,0.005402,0.005402,166.96864267384106
0.00798,0.007675,0.007523,232.52593462334437
0.005692,0.005432,0.005386,166.47410393211922
0.005325,0.005219,0.005173,159.890556932947
0.003937,0.003754,0.003754,116.03115227649006
0.236053,0.22934,0.231323,506.59737
0.230804,0.219391,0.220154,482.13725999999997
0.134674,0.138092,0.142792,312.71448
0.059998,0.066864,0.07428,162.6732
0.044708,0.050537,0.056885,124.57815
0.043823,0.048706,0.053284,116.69196
0.031464,0.035553,0.04007,87.75330000000001
0.024445,0.027313,0.030823,67.50237
0.018768,0.020233,0.022614,49.52466
0.012512,0.01297,0.014465,31.678350000000002
0.012024,0.013672,0.016418,35.95542
0.001343,0.001709,0.002319,35.95542
0.0,0.000122,0.000122,1.891574489003881
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.000122,0.26718
0.001221,0.001587,0.002197,4.8114300000000005
0.027466,0.027222,0.031006,67.90314
0.012146,0.012695,0.014282,31.27758
0.019348,0.020874,0.023529,51.528510000000004
0.025787,0.028778,0.032684,71.57795999999999
0.034271,0.037872,0.042877,93.90062999999999
0.041351,0.045441,0.051361,112.48058999999999
0.049133,0.053711,0.060516,132.53004
0.056885,0.061798,0.069275,151.71225
0.062103,0.067474,0.075592,165.54648
0.066376,0.072083,0.080536,176.37384
0.070251,0.076538,0.085876,188.06843999999998
0.143219,0.146942,0.151978,332.83182
0.165588,0.16925,0.17392,380.8848
0.214661,0.211426,0.216492,474.11748
0.004257,0.004074,0.004166,474.11748
0.012741,0.012009,0.012283,1397.8840630916945
0.015289,0.013123,0.013489,1535.1345865866535
0.01564,0.01564,0.01564,1779.9321620739315
0.180939,0.185974,0.196075,1779.9321620739317
0.004547,0.004517,0.004639,429.40425000000005
0.01564,0.01564,0.01564,1447.7004677732273
0.01564,0.01564,0.01564,1447.7004677732273
0.01564,0.01564,0.01564,1447.7004677732273
0.003754,0.003708,0.003815,353.1315399331753
0.003281,0.003265,0.003387,313.51416140331975
0.01564,0.01564,0.01564,1447.7004677732273
0.007111,0.006607,0.006531,604.5352784544084
0.01564,0.01564,0.01564,1447.7004677732273
0.01564,0.01506,0.015213,1408.1756532118993
0.01564,0.015488,0.015335,1419.4684573722789
0.014572,0.014023,0.013794,1276.8273818710932
0.003128,0.003128,0.003189,295.1864956348352
0.15567,0.156006,0.16214,355.08660000000003
0.132294,0.131653,0.136322,298.54518
0.142639,0.136261,0.137665,301.48635
0.181183,0.175079,0.176788,387.16572
0.074097,0.082886,0.089752,196.55688
0.091248,0.093536,0.098175,215.00325
0.160095,0.155518,0.151672,332.16168
0.068634,0.069794,0.072845,159.53054999999998
0.062378,0.060944,0.063171,138.34449
0.029816,0.032379,0.034973,76.59087
0.019745,0.020996,0.023041,50.45979
0.004913,0.006561,0.008087,17.710530000000002
0.008545,0.011597,0.015015,32.882850000000005
0.00061,0.000854,0.001221,32.882850000000005
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.000122,0.26718
0.000244,0.000244,0.000366,0.80154
0.000977,0.001221,0.001587,3.47553
0.037354,0.036377,0.039185,85.81514999999999
0.024139,0.022919,0.0242,52.998
0.034882,0.033417,0.035309,77.32671
0.036438,0.0354,0.036987,81.00153
0.061554,0.062866,0.066223,145.02837
0.066345,0.067871,0.073883,161.80377000000001
0.059204,0.063965,0.071411,156.39009000000001
0.053528,0.061035,0.069977,153.24963
0.06958,0.075653,0.084839,185.79740999999999
0.155792,0.154663,0.161835,354.41865
0.241425,0.224396,0.225464,493.76616
0.116241,0.110077,0.11087,242.8053
0.003448,0.003204,0.003235,242.80529999999996
0.004379,0.00415,0.004166,312.6821885007728
0.006088,0.0056,0.0056,420.31211128284383
0.005096,0.0047,0.004715,353.88778655332294
0.015137,0.013107,0.013306,998.6915987017
0.01564,0.015259,0.01564,1173.8716822256565
0.01564,0.015594,0.01564,1173.8716822256565
0.01564,0.01564,0.01564,1173.8716822256565
0.01564,0.01564,0.01564,1173.8716822256565
0.01564,0.01564,0.01564,1173.8716822256565
0.01564,0.01564,0.01564,1173.8716822256565
0.01564,0.01564,0.01564,1173.8716822256565
0.01564,0.01564,0.01564,1173.8716822256565
0.01564,0.01564,0.01564,1173.8716822256565
0.01564,0.01564,0.01564,1173.8716822256565
0.01564,0.015579,0.01564,1173.8716822256565
0.01564,0.015213,0.015503,1163.5890466460585
0.010941,0.010605,0.010162,762.7163705100461
0.113129,0.126831,0.137238,762.7163705100461
0.085236,0.096375,0.106995,594.6373312254798
0.081909,0.092102,0.101776,565.6321232095371
0.125732,0.123718,0.125977,700.132034915578
0.043671,0.041229,0.04184,232.53073450604302
0.018036,0.017029,0.017212,95.65771994067907
0.012451,0.012329,0.012329,68.51987155174484
0.007812,0.00769,0.007202,40.02596438605453
0.026611,0.026855,0.026978,149.9334167185475
0.019379,0.018097,0.018372,102.104556748208
0.031982,0.029419,0.028503,158.40878407327304
0.027222,0.023743,0.0242,134.49435408810328
0.039551,0.03479,0.036987,205.55961465523453
0.006958,0.007324,0.008789,48.8459040529066
0.000244,0.000244,0.000366,2.034088165134124
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.000122,0.000122,0.26718
0.001587,0.002075,0.002686,5.88234
0.018188,0.019653,0.023438,51.32922
0.007477,0.008545,0.009949,21.78831
0.015259,0.017365,0.019745,43.24155
0.024902,0.02771,0.031158,68.23602000000001
0.030396,0.03479,0.039459,86.41521
0.056213,0.057861,0.061462,134.60178000000002
0.037628,0.044006,0.05072,111.0768
0.051544,0.057251,0.064178,140.54982
0.09259,0.094971,0.100861,220.88559
0.132568,0.129395,0.135132,295.93908
0.137146,0.136322,0.141876,310.70844
0.170441,0.164429,0.170715,373.86585
0.147888,0.144165,0.151154,331.02726
0.205566,0.192383,0.19397,424.7943
0.003342,0.003067,0.003098,424.79429999999996
0.003784,0.003586,0.003662,502.12935009683656
0.208496,0.195374,0.197571,502.1293500968366
0.003952,0.003647,0.003662,432.6804899999999
0.032928,0.030533,0.030823,432.6804899999999
0.005005,0.004654,0.00473,66.3977782078318
0.005783,0.005356,0.005386,75.6064341284106
0.167084,0.160522,0.161041,352.67978999999997
0.003677,0.003448,0.003464,352.67979
0.008636,0.007996,0.00798,812.4667217667437
0.005432,0.00502,0.005096,518.8383977598153
0.177948,0.169434,0.170105,518.8383977598154
0.007385,0.006927,0.006989,372.5299499999999
0.005814,0.005402,0.005402,287.939160094434
0.00531,0.004929,0.004929,262.72716033051927
0.01532,0.013535,0.013687,729.5489234010585
0.005112,0.004852,0.004944,263.52669520675335
0.004807,0.004547,0.004608,245.61711397910992
0.006042,0.005615,0.005615,299.29255533695795
0.219147,0.202667,0.204437,447.71703
0.01564,0.01564,0.01564,447.7170300000001
0.004654,0.004562,0.004578,131.05169842327365
0.003326,0.003235,0.00325,93.03582784526854
0.004074,0.003906,0.003922,112.2727744028133
0.015121,0.014832,0.014389,411.9053928817136
0.004028,0.003784,0.003799,108.75172614897699
0.003555,0.003387,0.003372,96.52824969053708
0.214355,0.209534,0.213989,468.63591
0.003632,0.003448,0.003494,468.63591000000014
0.172882,0.164246,0.167877,468.63591000000025
0.177063,0.166321,0.166779,465.5707954865172
0.12439,0.129883,0.134216,374.66977189585253
0.124634,0.118286,0.118713,331.39247653835866
0.118683,0.116913,0.1203,335.8226557122181
0.106812,0.113434,0.112823,314.9502866618419
0.050385,0.055817,0.060791,169.70070709394386
0.039978,0.044617,0.049438,138.00831631837605
0.033905,0.037567,0.041565,116.03049613198955
0.026276,0.028748,0.031799,88.76828453028115
0.017365,0.019257,0.021484,59.973515671831194
0.009949,0.011108,0.012543,35.01432727014423
0.015442,0.017273,0.020081,56.05698046015837
0.006104,0.006836,0.008179,22.832032427848976
0.00061,0.000732,0.000854,2.3839779549312903
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.000122,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.000122,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.000122,0.26718
0.00061,0.000854,0.001099,2.4068099999999997
0.008667,0.01062,0.013062,28.605780000000003
0.03125,0.037476,0.044678,97.84482
0.010437,0.011871,0.013702,30.00738
0.017944,0.019928,0.022522,49.32318
0.027405,0.029999,0.0336,73.58399999999999
0.034515,0.037689,0.042084,92.16396
0.040833,0.044586,0.049744,108.93936
0.04718,0.051361,0.057312,125.51328000000001
0.057037,0.06134,0.06781,148.5039
0.061096,0.06604,0.073303,160.53357
0.076202,0.081055,0.088135,193.01565000000002
0.073181,0.079254,0.087708,192.08051999999998
0.092651,0.098175,0.107056,234.45264
0.107422,0.111328,0.120667,264.26072999999997
0.13855,0.139404,0.148132,324.40908
0.17157,0.17691,0.182281,399.19539
0.169525,0.175446,0.182831,400.39988999999997
0.240875,0.237915,0.244843,536.20617
0.004074,0.003922,0.004044,536.2061699999999
0.010162,0.009903,0.01004,1331.2339136498513
0.01329,0.01239,0.012512,1659.0038573293766
0.01564,0.014511,0.014954,1982.7960104302667
0.01564,0.01564,0.01564,2073.754821661721
0.01564,0.01564,0.01564,2073.754821661721
0.01564,0.01564,0.01564,2073.754821661721
0.212372,0.209747,0.219116,2073.754821661721
0.01564,0.01564,0.01564,479.86403999999993
0.186981,0.190399,0.201111,479.8640399999998
0.01564,0.01564,0.01564,440.4330900000001
0.003326,0.003296,0.003448,97.09803672122764
0.003586,0.003525,0.003662,103.1244229910486
0.005692,0.005539,0.005707,160.7130207563939
0.065247,0.064453,0.065796,160.71302075639392
0.124023,0.116821,0.119141,291.01328357252004
0.10025,0.096008,0.097198,237.41540810201195
0.151031,0.143188,0.144867,353.85149823570606
0.003632,0.003372,0.003403,317.25873000000007
0.196228,0.185944,0.188568,412.96392000000003
0.00415,0.003998,0.004089,412.96392000000014
0.012833,0.012787,0.012238,1235.962937872341
0.167572,0.183929,0.194122,1235.9629378723407
0.225281,0.213348,0.21756,1385.1912547959864
0.182159,0.17041,0.173157,1102.4800611633968
0.133789,0.127502,0.128601,818.7947258596187
0.16153,0.150085,0.153259,975.7907083966634
0.108673,0.104156,0.107544,684.7260907601561
0.071564,0.072998,0.07843,499.3590279171227
0.098206,0.097595,0.101715,647.6132031695797
0.083405,0.088531,0.094818,603.7004246977655
0.085114,0.083862,0.088409,562.8947124713108
0.057526,0.057678,0.060669,386.27582385189237
0.095825,0.087738,0.088196,561.5385544584796
0.042419,0.04187,0.043427,276.4970611418703
0.027954,0.026672,0.027344,174.09758076457737
0.024414,0.022095,0.02243,142.81044238405028
0.009308,0.008026,0.008179,52.07519430491071
0.020752,0.020874,0.023926,152.33538316900518
0.002197,0.002686,0.003296,52.39794
0.000122,0.000244,0.000366,5.818460570388349
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.000122,0.000122,0.000122,0.26718
0.001831,0.002319,0.003052,6.68388
0.012207,0.015137,0.019165,41.97135
0.006378,0.007202,0.008484,18.57996
0.013062,0.014404,0.016388,35.88972
0.023987,0.025787,0.028564,62.55516
0.035217,0.037354,0.040802,89.35638
0.043549,0.046356,0.050568,110.74392
0.050751,0.05426,0.059326,129.92394
0.062439,0.066498,0.072327,158.39613
0.068634,0.073517,0.0802,175.63799999999998
0.081329,0.086517,0.093719,205.24461
0.089905,0.09613,0.104248,228.30311999999998
0.095612,0.102875,0.112091,245.47929
0.107544,0.115692,0.125824,275.55456
0.118866,0.127594,0.138336,302.95583999999997
0.160828,0.169525,0.178314,390.50766
0.199554,0.206177,0.213593,467.76867
0.233795,0.23764,0.24527,537.1413
0.003922,0.003891,0.003998,537.1413
0.00592,0.006042,0.005493,737.9982893696848
0.009933,0.009399,0.009293,1248.5377941220609
0.012283,0.010941,0.010941,1469.9507161830916
0.014023,0.012192,0.012619,1695.394213281641
0.01532,0.013275,0.013336,1791.7249566783391
0.01564,0.013763,0.014145,1900.4161301900951
0.01564,0.014877,0.015472,2078.701899349675
0.01564,0.01564,0.01564,2101.2731195597803
0.01564,0.015442,0.01564,2101.2731195597803
0.01564,0.01564,0.01564,2101.2731195597803
0.01004,0.009094,0.009079,1219.7863588544271
0.081787,0.079803,0.081604,1219.7863588544274
0.208038,0.196838,0.19754,1476.3773670904832
0.008423,0.008072,0.008072,432.6125999999999
0.106659,0.100037,0.102234,432.61259999999993
0.018188,0.019287,0.018921,80.06595657609012
0.020996,0.020386,0.020721,87.6828225893538
0.128265,0.119354,0.120819,511.25674158694744
0.185303,0.169739,0.171997,727.8211687129525
0.04837,0.045258,0.046417,196.41781652092254
0.111603,0.103271,0.105042,444.4949109806912
0.066376,0.062775,0.06427,271.9644325958095
0.115997,0.108582,0.111481,471.7421333470272
0.090393,0.096069,0.101044,427.57700524678665
0.093201,0.098724,0.103455,437.7793741123304
0.07373,0.078156,0.082367,348.54355717471674
0.061035,0.063934,0.067474,285.52245409941895
0.043335,0.045105,0.047943,202.87522626327828
0.027405,0.02887,0.031342,132.62656365983915
0.015808,0.016815,0.018463,78.12788733493747
0.00647,0.006744,0.007538,31.89774222665649
0.005737,0.006104,0.007446,31.50843574153412
0.000122,0.000244,0.000244,1.0325085040201887
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.000122,0.000244,0.000244,0.53436
0.005005,0.005615,0.00708,15.5052
0.038818,0.041626,0.047485,103.99215
0.017548,0.017731,0.019135,41.90565
0.032257,0.032043,0.033966,74.38554
0.04422,0.04422,0.046906,102.72414
0.063873,0.063446,0.066376,145.36344
0.085724,0.085052,0.08847,193.74929999999998
0.105347,0.104584,0.108398,237.39162
0.130981,0.129211,0.132996,291.26124
0.156158,0.153656,0.157562,345.06078
0.185425,0.181274,0.184967,405.07773
0.220123,0.213715,0.217041,475.31979
0.003525,0.003418,0.003464,475.31978999999995
0.00412,0.003967,0.004013,550.6519391657043
0.00499,0.00473,0.004761,653.2902771911084
0.007645,0.00705,0.006882,944.3275966454964
0.008636,0.007797,0.007584,1040.653951316397
0.008728,0.007843,0.007736,1061.5109397921476
0.010818,0.009537,0.009277,1272.9623821680136
0.010849,0.009491,0.009262,1270.9041267263278
0.013184,0.011414,0.011398,1563.9997016224017
0.013229,0.011322,0.011246,1543.1427131466512
0.00618,0.005478,0.005371,736.9926651530022
0.014221,0.011734,0.011673,1601.7343847199766
0.012131,0.010437,0.010239,1404.9651644948035
0.014374,0.012314,0.012131,1664.57978420612
0.01329,0.011322,0.011124,1526.4022355542725
0.012741,0.011124,0.011017,1511.7200134035797
0.011703,0.010315,0.010147,1392.3411977857966
0.010666,0.009644,0.009354,1283.5280934353348
0.009613,0.008881,0.00853,1170.4612611720552
0.006775,0.006592,0.006348,871.053702921478
0.003693,0.003754,0.003769,517.1709839809469
0.003845,0.003754,0.003754,515.112728539261
0.228485,0.216217,0.216949,515.1127285392607
0.191345,0.178253,0.178619,424.103915938558
0.137421,0.13385,0.135101,320.7769786372957
0.133636,0.134979,0.136902,325.05318191133347
0.107025,0.107971,0.109955,261.0715885601428
0.081055,0.081787,0.083893,199.19129443023107
0.060944,0.061249,0.063202,150.06363094155012
0.041382,0.041779,0.043701,103.7614432419335
0.023804,0.024353,0.026031,61.80668929843187
0.01059,0.011078,0.012238,29.057287988713817
0.018677,0.020386,0.02356,55.93967192466886
0.001831,0.001831,0.002319,51.5964
0.0,0.000122,0.000122,2.714428978007762
0.0,0.000122,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.000366,0.000488,0.000732,1.60308
0.00708,0.009277,0.012085,26.46615
0.006165,0.007263,0.008514,18.645660000000003
0.013733,0.01535,0.017578,38.49582
0.030365,0.032166,0.035065,76.79235
0.047729,0.0495,0.052917,115.88823
0.061584,0.06424,0.068604,150.24276
0.081299,0.08429,0.089294,195.55386
0.094788,0.098511,0.104614,229.10466
0.105957,0.111206,0.118408,259.31352
0.11911,0.125244,0.133301,291.92919
0.13739,0.144073,0.152893,334.83567
0.166626,0.173248,0.181824,398.19456
0.003433,0.003403,0.003448,398.19455999999997
0.003555,0.003555,0.003647,421.1762065893271
0.005051,0.004868,0.004959,572.6933941531322
0.009262,0.008575,0.008469,978.0480651508121
0.008759,0.00824,0.008057,930.4679727146171
0.011124,0.009995,0.010086,1164.7883793967517
0.01564,0.013855,0.014099,1628.2323380046403
0.015564,0.013687,0.013779,1591.2769264037122
0.01564,0.014664,0.01535,1772.7049002320184
0.01564,0.015396,0.01564,1806.1957419953596
0.014343,0.012222,0.012741,1471.4028100232017
0.003677,0.003464,0.003479,401.77461549883986
0.035156,0.035736,0.037933,401.7746154988398
0.053467,0.052094,0.052246,553.3734890821286
0.006958,0.006699,0.006821,114.41874
0.01564,0.015533,0.01564,262.3528945315936
0.014877,0.013229,0.013229,221.9096190382642
0.005783,0.005615,0.005447,91.37060207887406
0.010849,0.010422,0.009979,167.39255335874503
0.052307,0.053772,0.058075,974.178027488638
0.085999,0.084595,0.085663,1436.9524299398915
0.003876,0.003922,0.004028,187.60197
0.192993,0.199158,0.206024,451.19256
0.003601,0.003494,0.003433,451.19255999999996
0.122772,0.11972,0.123077,451.19255999999984
0.112793,0.112701,0.113434,415.8419270134954
0.149841,0.15094,0.154388,565.9767215099489
0.063873,0.069183,0.073395,269.06146510883417
0.044067,0.047516,0.050964,186.8308264569334
0.028076,0.030304,0.033081,121.27287045800591
0.02066,0.021149,0.022614,82.90150517025924
0.007874,0.008392,0.009308,34.12254400480999
0.009155,0.010132,0.011841,43.40836308132306
0.000244,0.000244,0.000366,25.931790000000003
0.0,0.0,0.0,0.0
